code,pref,handle,name_ja,course,course_name_ja,areas,ics
14130,kanagawa,kawasaki,川崎市,saiwai-4,,紺屋町；神明町,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai4.ics
14130,kanagawa,kawasaki,川崎市,saiwai-5,,遠藤町；河原町；河原町団地1～3号棟,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai5.ics
14130,kanagawa,kawasaki,川崎市,saiwai-6,,新塚越；戸手本町,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai6.ics
14130,kanagawa,kawasaki,川崎市,saiwai-7,,鹿島田,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai7.ics
14130,kanagawa,kawasaki,川崎市,saiwai-8,,下平間；塚越,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai8.ics
14130,kanagawa,kawasaki,川崎市,saiwai-9,,河原町団地4～9号棟,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai9.ics
14130,kanagawa,kawasaki,川崎市,saiwai-10,,小向町；小向仲野町；小向西町,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai10.ics
14130,kanagawa,kawasaki,川崎市,saiwai-11,,東古市場；古市場；古市場1・2丁目,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai11.ics
14130,kanagawa,kawasaki,川崎市,saiwai-12,,古川町,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai12.ics
14130,kanagawa,kawasaki,川崎市,saiwai-13,,新川崎,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai13.ics
14130,kanagawa,kawasaki,川崎市,saiwai-14,,小倉1～5丁目；新小倉,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai14.ics
14130,kanagawa,kawasaki,川崎市,saiwai-15,,小倉；東小倉,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai15.ics
14130,kanagawa,kawasaki,川崎市,saiwai-16,,河原町団地12～15号棟,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai16.ics
14130,kanagawa,kawasaki,川崎市,saiwai-17,,南加瀬,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai17.ics
14130,kanagawa,kawasaki,川崎市,saiwai-18,,北加瀬；矢上,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/saiwai18.ics
14130,kanagawa,kawasaki,川崎市,takatsu-1,,北野川；東野川,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu1.ics
14130,kanagawa,kawasaki,川崎市,takatsu-2,,坂戸；末長；久本,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu2.ics
14130,kanagawa,kawasaki,川崎市,takatsu-3,,北見方；下野毛；諏訪；瀬田；二子,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu3.ics
14130,kanagawa,kawasaki,川崎市,takatsu-4,,梶ヶ谷（高津区）,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu4.ics
14130,kanagawa,kawasaki,川崎市,takatsu-5,,宇奈根；上作延；久地；下作延；向ヶ丘,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu5.ics
14130,kanagawa,kawasaki,川崎市,takatsu-6,,溝口,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu6.ics
14130,kanagawa,kawasaki,川崎市,takatsu-7,,久末,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu7.ics
14130,kanagawa,kawasaki,川崎市,takatsu-8,,明津；蟹ヶ谷；子母口；子母口富士見台；新作；千年；千年新町,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/takatsu8.ics
14130,kanagawa,kawasaki,川崎市,tama-1,,長沢；西生田；南生田,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama1.ics
14130,kanagawa,kawasaki,川崎市,tama-2,,生田；寺尾台,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama2.ics
14130,kanagawa,kawasaki,川崎市,tama-3,,栗谷,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama3.ics
14130,kanagawa,kawasaki,川崎市,tama-4,,菅；菅稲田堤；菅北浦；菅城下；菅仙谷；菅野戸呂；菅馬場,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama4.ics
14130,kanagawa,kawasaki,川崎市,tama-5,,東生田；枡形,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama5.ics
14130,kanagawa,kawasaki,川崎市,tama-6,,東三田；三田,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama6.ics
14130,kanagawa,kawasaki,川崎市,tama-7,,中野島；布田,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama7.ics
14130,kanagawa,kawasaki,川崎市,tama-8,,長尾,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama8.ics
14130,kanagawa,kawasaki,川崎市,tama-9,,和泉；登戸,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama9.ics
14130,kanagawa,kawasaki,川崎市,tama-10,,宿河原；堰；登戸新町,https://tecolicom.github.io/japan-gomi-data/ics/kawasaki/tama10.ics
18207,fukui,sabae,鯖江市,1,可燃月・木・資源火,あおい町；朝霞町内会；旭町3丁目；旭町4丁目；あすなろ町内会；あずま町内会；磯部町；大倉町；大野町；落井町；乙坂今北町；上戸口町；川去町；川島町；熊田町；小泉町；五郎丸町；定次団地；定次町；四方谷町；下新庄町；新町；新横江1丁目；新横江2丁目；持明寺町；西和町内会；大正寺町；田村町；戸口町；南井町；中戸口町；西大井町；二丁掛町；東鯖江1丁目；東鯖江2丁目；東鯖江3丁目；東鯖江4丁目；日野町内会；平井町；冬島町；別所町；本町3丁目；本町4丁目；松成町；柳町1丁目；柳町2丁目；柳町3丁目；柳町4丁目；柳町団地；横江町1丁目；横江町2丁目；横越町；吉谷町；吉谷町青葉台；吉田町；若葉町内会,https://tecolicom.github.io/japan-gomi-data/ics/sabae/1.ics
18207,fukui,sabae,鯖江市,2,可燃月・木・資源金,有定町1丁目；有定町2丁目；有定町3丁目；石生谷町；漆原町；上氏家町；神中町1丁目；神中町2丁目；神中町3丁目；上野田町；下司町；小黒町1丁目；小黒町2丁目；小黒町3丁目；幸町1丁目；幸町2丁目；桜町2丁目；桜町3丁目；下氏家町；下野田町；住吉町1丁目；住吉町2丁目；住吉町3丁目；青武台町内会；田所町；長泉寺町1丁目；長泉寺町2丁目；つつじヶ丘町；当田町；鳥羽1丁目；鳥羽2丁目；鳥羽3丁目；鳥井町；東鳥羽；東米岡1丁目；丸山町；御幸町1丁目；御幸町2丁目；御幸町3丁目；御幸町4丁目；和田町,https://tecolicom.github.io/japan-gomi-data/ics/sabae/2.ics
18207,fukui,sabae,鯖江市,3,可燃火・金・資源木,旭町1丁目；旭町2丁目；石田上町；石田下町；石田中町；上鯖江1丁目；上鯖江2丁目；北野町1丁目；北野町2丁目；桜町1丁目；三六町1丁目；三六町2丁目；神明町1丁目；神明町2丁目；神明町3丁目；神明町4丁目；神明町5丁目；西山町；日の出町；深江町；舟津町1丁目；舟津町2丁目；舟津町3丁目；舟津町4丁目；舟津町5丁目；本町1丁目；本町2丁目；水落町1丁目；水落町2丁目；水落町3丁目；水落町4丁目；みどり町内会；宮前1丁目；宮前2丁目；屋形町,https://tecolicom.github.io/japan-gomi-data/ics/sabae/3.ics
18207,fukui,sabae,鯖江市,4,可燃火・金・資源水,青葉町；莇生田町；入町；尾花町；片山町；金谷町；上河内町；上河端町；上杉本；河和田町；北中町；沢町；下河端町；下杉本；新出；寺中町；糺町；椿坂；中杉本；中野町 木引；中野町 出口；中野町 花出；中野町 原；中野町 樋口；中野町 曲木；中野町 まち；中野町 松成；西杉本；西番町；西袋町；橋立町；東清水町；東米岡2丁目；舟枝町；平和台団地；別司町；丸山町3丁目；吉江住宅団地；吉江町；吉江中；吉江山手団地；米岡町,https://tecolicom.github.io/japan-gomi-data/ics/sabae/4.ics
